اني احبك او اتمناك زوجتي ، او اني	مشتاق	اليك ؟. 4ـ هل يجوز ان امدحها واقول لها عبارات:
" خلاص في حالة قيامك بالزواج او اي	علاقة	غير شرعية (حدوث الزنا الكامل) تتم بيني وبين احد آخر
في قول ابي بطلبه مراجعة زوجتي -وانا لم	ارغب	بذلك في ذلك الحين ، ولم انطق كلمة المراجعة قط ؟ هناك
الطلاق الجنسية مما يؤدي الى ان نرى افلاما	جنسية	لاطفاء النار التي اشتعلت بنا خاصة وان زوجتي باردة جنسيا ولا اجد
النار التي اشتعلت بنا خاصة وان زوجتي باردة	جنسيا	ولا اجد السعادة معها ولا تلبي طلباتي كما اريد طبعا ليس بالحرام
اطلقها ام لا ؟ علما ان زوجتي هذه	عضو	في موقعكم هذا وراسلتكم في موضوع العلاقة السابقة بدون ان تعطيكم الحقيقة
واولادي. وجزاكم الله خيراً. امي تمارس	العادة	السرية عن طريق التبادل الجنسي وقد الله وعدم عقوقها ، اريد حلا
ممارسة الجماع مع زوجتي ، لانني كنت امارس	العادة	السرية ، واخاف من الله ، لكنني لم استطيع تركها ، ولم
وكانت ترد علي بانها تخلصت منها ، ولكن	جنسي	تام نتيجة مضاعفات اعاقتي ، ولم ينفع اي دواء موجود في السوق
اغضابي. فاصبحت ، ووسواس ان عندي سرعة	قذف	بسببها ، ولن استطيع ان اكمل العلاقة الجنسية مع زوجتي حين اتزوج
حين اتزوج ، واصبحت مهووسًا بان عندي سرعة	قذف	، واني لا استطيع ان اكون ان تحرم زوجتك من نصيبها في
امي في شرفها ، وقالت عنها انها على	علاقة	بصديق لي يكبرني سناً ، وان بسيطة باحد المولات ، ولقد تم
في بداية زواجي ان زوجتي مع اخواتها لهن	علاقة	مع الشباب في الماسنجر ، وواجهتها بالاثبات وانكرت ، وان الكلام:
بالاثبات وانكرت ، وان الكلام: ان لها	علاقة	مع شاب ، وسكت عن الموضوع ؛ لان ما يهمني الا زوجتي
في هاتف زوجتي مسجات فيها الريبة عن وجود	علاقة	مع شخص غريب ، فواجهتها فانكرت ، وقالت لا الزمن قررت تركها
وما العمل ، او المطلوب ؟. 2ـ	جامعت	زوجتي بعد طواف الافاضة ورمي الجمرات الاخيرة ، وقبل طواف الوداع ،
بفتاه بالعمل السابق تبادلني نفس اني اصبحت امارس	العادة	السرية لكثرة التفكير بها بل و افكر فيها و انا مع زوجتي
للمستشفى كذلك اسم من اسماء الله الحسنى على	عضو	دون غيره ؟ والسلام عليكم ورحمة الله وبركاته زوجتي طبيبة ولها عيادة
المحددة وانا اكره طلاق زوجتي الا انها كانت	رغبة	اخي زوجتي في هذا الشرط ؟ انا شخص مقيم فى احدى ارجاع
المحددة وانا اكره طلاق زوجتي الا انها كانت	رغبة	اخي زوجتي في هذا الشرط ؟ انا شخص مقيم فى احدى الدول
لكن حدث ما ينغص علي حياتي: زوجتي	خانتني	بمحادثة هاتفية ما يقارب الشهر عن طريق السناب شات. واقسمت بالله
؟ زوجتي سالتني هل سبق لك ان مارست	الجنس	في صغرك ؟ قلت لها صراحة نعم لكن ويزيد الله جل وتعالى
مع اسرتي تليفونيا وقلت لهم اني لم اعد	ارغب	بها (اقصد زوجتي) … ولم اقصد او لم انو طلاقها
اللغة العربية ، لكن. فهل يجوز تلبية	رغبة	الزوجة في تلك الحالة ؟ هل يجوز ان اطلب من زوجتي ان
اكثر من ثلاث سنوات لم اقترب من زوجتي	جنسيا	لانها كثيرة المشاكل وتحب اهلها اكثر من اهلي وليس عندها اي واجب
زوجتي ، ولا يوجد عري او خلاعة او	رقص	فيه ، فالنساء لا يظهرن من زينتهن دون اظهار لعورة سوى الشعر
والدة زوجتي عنه فما حكم الدين وما حكم	علاقة	زوجتي مع اختها وامها ؟ احد اقاربي يعمل امها قد تزوجته بعد
والدة زوجتي عنه فما حكم الدين وما حكم	علاقة	زوجتي مع اختها وامها ؟ احد اقاربي يعمل جارسون فى احدى فنادق
منذ 4 سنوات وعندي ابنة عمرها 6 سنوات	رغبت	في ارجاعها ووضعت شروطا لا, فهل يجب ان ادفع زكاة عنه
اظن اني طلقت زوجتي ثلاثا واني اعيش في	زنا	.. ارجو ردا سريعا انقاذا لايماني الذي نقص كثيرا. واخيرا
سنه واتمنى الاطفال افرح بهم اخبرت زوجتي باني	ارغب	بان اتزوج رفضت صبرت بعد ذلك حاولت اقناعها ولكن اخبرتني اذا تزوجت
1429 هـ بدون علمي الطلاق او الخلع ولا	ترغب	العيش معي وهي تكرهني ، وبعد ذلك سالت ابنها عن زوجتي اين
يسلطها يشهد على في ذلك وانني احبها ولا	ارغب	في الطلاق ولا الخلع ، فضيلة الشيخ زوجتي طالبة لكي ترجع بيتها
ثمن البيت مع الملاحظة انني بدات منه اذا	خانني	مرة اخرى باي شكل كانت الخيانة " فما حكم ذلك ؟ علمت
بنت عمرها سنتان علمت مؤخرا بان زوجتي ربطت	علاقة	محرمة مع زميل لها في الشغل وعاشرها معاشرة الازواج واعترفت لي بتفاصيل
افيدوني افيدوني.. زوجتي دائما تحلم بانها	تجامع	انثى وهي منزعجة جدا من ذلك وتطالبني بان اجد لها حلا نَفَسَهُ
في داخلي شك في زوجتي من ان لها	علاقة	مع شقيقي لما ارى منها من حسن التصرف مع شقيقي هذا معنا
الاماكن التي توجد بها اشجار مثمرة ؟ لقد	جامعت	زوجتي بعد ان اغتسلت من الحيض ، وفي اليوم التالي صباحا اكتشفت
قد مضى منه الكثير.. ونزولا على	رغبة	زوجتي ان اؤمن لها حياتها اذا ما كانت منيتى قبل منيتها طالبتني
من نواقض الاسلام ، وبقيت اشك الى ان	جامعت	زوجتي ، وبعدها قررت النطق بالشهادتين بنية الدخول في الاسلام ونويت الاغتسال
صرفت لنا السفارة بدل تذاكر لزيارة الوطن ،	ارغب	في ، ولكن لم اقل لها هي انت طالق ، ولكن قلت
جميعها اما في حيض واما في طهر قد	جامعتها	في حضرة القاضي في المحكمة الشرعية وانا نادم كل الندم لجهلي بهذا
دعاء الوالدة على ولدها. وجزاكم كل خير	جامعت	زوجتي في اليوم 31 من الولادة ، وكان الدم متوقفًا قبلها بليلة
حصل عقوق لوالدي او تفضيل لرغبة زوجتي على	رغبة	والدي ؟ ماذا نقول من تهنئة للوالد الذي طهر ولده ؟ هل
زوجتي, عندما اكتشفت انها قد كانت اقامت	علاقة	غير شرعية مع ابن عمي وحسبما اعترفت سبب معظمها عنادها وعدم احترامها
حراما ؟ وشكرا. اصاب ابنتي مرض وراثي	جنسي	شديد بعد الزواج ، وهو لا يستجيب للعلاجات المتاحة ، ويؤدي الى
. ولانني لن ارى زوجتي الا بعد شهر	جامعتها	، مع العلم انها مسيحية. ما حكم الشرع وهل علي حكم
. وعند ما التقيت بها في منزلنا ،	واقعتها	في نهار رمضان ؛ مرة اخرى ، فاكلت مرة اخرى فهل اكمل
نية تسمح, فصرت اخشى على نفسي ضمور	العضو	التناسلي, او عدم قدرتي على اعفاف زوجتي مستقبلا, فهل في
زوجتي مستقبلا, فهل في عدم تشغيل هذا	العضو	الذكري اي ضرر لاحقا ؟ خصوصا وان اجل تحضير الجنازة ونقلها ودفنها
المحبة ولكن تخفي في طياتها حب ولا ود	علاقة	جافة لا مشاعر ولا احساس. سؤالي هو انني اشك في زوجتي
ان انام مع زوجتي النوم العادي بدون قصد	جماع	او مداعبة بشكل عار. وبصيغة ثانية: هل استطيع الذي لا
خوفًا من حدوث اي انتكاسات قولونية يصاحبها نزيف	شرجي	؛ مما يؤدي ؟ بصراحة الوضع محير جدًّا ، ولا نستطيع اتخاذ
يسبب نشاط المرض ومشكلتي تكمن في التالي:	ارغب	في الاسلام ولا اريد الخروج منه البتة ، واريد زوجتي ان تبقى
لان الدولة التي كنت فيها ليست لنفسي لتلك	العادة	؟ وماذا ترشدوني لاثبت توبتي عن هذه العادة السيئة ؟ وماذا عن
العادة ؟ وماذا ترشدوني لاثبت توبتي عن هذه	العادة	السيئة ؟ وماذا عن زوجتي بين الخلافات وبين الخوف من التقليد ؟
جنينا بعمر خمسة اشهر ولا نعرف السبب ولا	جنس	الجنين سواء نحن والاطباء ؟ قدر لاخواني وزوجاتهم ، كانها لا تريدنا
؟ وهي عبارة عن فمثلا يجد عمل عملية	جنسية	معينة فيفعلها الزوج الآخر ، وهل يجوز ان اطلب من زوجتي ـ
زوجتي قبل العقد ، تصافحت معها ومارست معها	الجنس	دون الوصول الى الحرام الاكبر يعني لم ارجوك اخبرني لكي اريح ضميري
وكلمتها. فهل علي كفارة ، علما باني	جامعت	زوجتي بعد ما قالت لي انها ، وبعد فترة طويلة نسيت زوجتي
وكلمتها. فهل علي كفارة ، علما باني	جامعت	زوجتي بعد ما قالت لي انها كلمت جارتنا ؟ واذا كانت علي
، انا لم اصدق هذا الكلام وانا الآن	واقع	في مشكلة كبيرة ، انا احب زوجتي وانا ايضا مستاء جدا من
وحتى لو كان ذلك فبعد ان حدث بيننا	جماع	فقد عدت زوجتي فهل من خلال هذا الكلام قد وقع الطلاق ام
موعد الزفاف ولكن ظهرت لنا مشكلة وهو ان	العادة	الشهرية لدى زوجتي تاخرت بحيث صادفت يوم الزواج بحيث لا يمكن تغييره
، منها التحضيرات وغيرها فطلبت من زوجتي تناول	حبوب	منع العادة الشهرية او تحبسها لمدة معينة وانا لست ادري هل الامر
التحضيرات وغيرها فطلبت من زوجتي تناول حبوب منع	العادة	الشهرية او تحبسها لمدة معينة وانا لست ادري هل الامر جائز قفلت
) مع خيراً. انا رجل متزوج ولكن	ارغب	البزواج مرة اخرى علما اني غير متوافق مع زوجتي من حيث طاعتها
متزوج منذ 5 سنوات ولدي طفلان واهل زوجتي	يرغبون	في تطليقها مني جزافاً بعد التاثير عليها منذ اكثر من سنتين وتزييف
معها القبلات واختليت بها غير مرة ولكن دون	وطء	بعدها بحوالي شهر تذكرت الموضوع واختليت بها غير مرة ولكن دون وطء
تذكرت الموضوع واختليت بها غير مرة ولكن دون	وطء	بعدها بحوالي شهر تذكرت الموضوع وحزنت بشدة وراجعت زوجتي بان قلت منفردا
خيرا. زوجتي تريد الطلاق بسبب اني ضعيف	جنسيا	، مع العلم اني متزوج فقط منذ شهر ، افيدونا ، جزاكم
الاحرام تبطل الصلاة ؟ زوجتي جميلة واكتشفت انها	خانتني	هاتفيا ولي منها ولد واريد ان اطلقها ولكن لا استطيع لجمالها تنصحون
كل شيء ولا اجد راحة نفسية معها ولا	ارغب	في معاشرتها ؟ فهل في رايكم اني ظلمتها ؟ تزوجت ورزقني الله
الحياة بيننا لمدة عامين ، والطلقة الثانية بعد	جماع	ولا اتذكر هل حدث الطلاق بعد الطهر او قبله لي ولزوجتي وراجعت
مع العلم ان اختها راضيه باي مبلغ زوجتي	ترغب	باعطائها اياه. وشكرا لكم ؟ انا اعمل محاسبا في شركة توزيع
تحاول الام مودتهم ام لا ؟ ما حكم	علاقة	زوجتي ، وزوج ابنتها الكبرى غير المسلم ؟ هل يعامل معاملة المحارم
يعامل معاملة المحارم ام لا ؟ ما حكم	علاقة	زوجتي بوالدتها بعد كل ما فعلت ؟ هل تقاطعها ؟ هل تبقى
وجزاكم الله خيرا. اكتشفت ان زوجتي لها	علاقة	برجل ، وعندما واجهتها بالامر اعترفت بانها كانت لحظة ضعف وانتهت منذ
بعد ذلك ، وقد قامت زوجتي السابقة بعمل	سحر	لي ؛ لاكره زوجتي الحالية ، واعود اليها ، وقد تاكدت من
بعد ذلك ، وقد قامت زوجتي السابقة بعمل	سحر	لي ؛ لاكره زوجتي الحالية ، واعود اليها ، وقد تاكدت من
لي الزواج لانني لا ادري هل التزم بعهدي	واقع	في الحرام ام الاخطاء لان الحفظ لم يثبت عندي بعد. 1-
وهل ما افعله يحرم ؟. زوجتي على	علاقة	مع شخص من قبل زواجي منها ، وضبطها تكلمه وتنظر الى صورته
هذه الزيجة فلم اكن اشعر بانها الانسانة التي	ارغب	في ان تكون زوجتي بل من الممكن ان تكون اختي او اي
، وبعد عدة ايام تذكرت ، بعد ان	جامعت	زوجتي ، وقصصت اظافري ، وحلقت شعري وما الى ذلك ، فماذا
والدها باهانتي بالفاظ جارحة ورفع صوتها واذكركم بانها	ترغب	في الطلاق بشدة ولكن تخشى مواجهة اعباء الحياة. اريد ان اطلق
وللعلم انا منعت واستمرت هذه النظرات حتى اصبحت	علاقة	وبعد فترة علمت الحقيقة من زوجة اخيها وهي ان زوجتي كانت لها
من زوجة اخيها وهي ان زوجتي كانت لها	علاقة	بشخص آخر وهم الذين دسوا لي الاشرطة والحاجات الاخرى في حقيبة ملابسي
في الحمل ، وفي فترة من الفترات تاخرت	العادة	عند زوجتي تاخرا مع زوجتي على عمل مباعدة في الحمل ، وفي
في الحمل ، وفي فترة من الفترات تاخرت	العادة	عند زوجتي تاخرا كبيراً ، فقلت بيني وبين نفسي اذا حاضت الزوجة
عالم الذر ؟ وهل يعذر بالجهل ؟.	ارغب	في اداء العمرة مع زوجتي وابني باذن الله تعالى ، واريد ان
منفردين وحدث بعض التقبيل والعناق والاستمناء من غير	جماع	ـ فسالني: هل قمت بعمل فيكم واعتذر ثانية عن الاطالة.
يجوّز الغسل دون ادخال الماء الى الاذن ؟	جامعت	زوجتي قبل الفجر ، وعندما قمت لكي اغتسل واصلي الفجر لم اجد
، بواجبات الزوج. ولكم جزيل الشكر.	ارغب	في الزواج للمرة الثانية بسبب سوء معاملة زوجتي لي ، ولكني اعاني
ما هو توجيه حديث عثمان عندما تحدث عن	متعة	الحج: ولكنا كنا خائفين ؟ زوجتي اسقطت جنينًا دون علمي ،
عن منطقتي ساعتين ونصف ، وكنت كثيراً ما	اشتاق	الى عائلتي زوجتي واولادي وكنت احس بغربة واحس بضيق فى تلك البلدة
كزوج اقصد) 2) زوجتي ليست ممن	يرغب	كثيرا وانا اعاني من هذا الامر بشكل كبير واحيانا اكلمها فتلبي لي
المسها ، تناقشنا في. وفعلا حصل بينهما	علاقة	عبر الهاتف بعلم زوجته ومساعدتها ، وصل حد العلاقة ان زوجتي خرجت
3 سنوات ، اكتشفت ان زوجتي كانت على	علاقة	باحد الشباب ، وكانت هناك مكالمات في الهاتف. هذا الموضوع يتعبني
لحظتها وقوع الطلاق ، علمًا انه كان هناك	جماع	قبلها بيوم ، وبعدها باسبوع رفعت زوجتي صوتها عليّ مرة اخرى في
متفرقة ، مرة في حالة سكر و3 تناول	حبوب	{هلوسه} وكنت تناول حبوب {هلوسه} وكنت لا اعلم
و3 تناول حبوب {هلوسه} وكنت تناول	حبوب	{هلوسه} وكنت لا اعلم بالطلاق ولا اتحكم في تصرفاتي سواء
لمدة يوم واحد في بعض الاحيان ، وقد	جامعت	زوجتي في ذلك اليوم فما هي الكفارة ؟ ولم ادر ما هي
في الاسبوع الثاني (الشهر الاول) ولدينا	رغبة	في انزال الجنين ؛ موجود حاليا في المستشفى (اقامة كاملة)
على صلاة الفجر وصليت الفجر انا وزوجتي وبعدها	جامعت	زوجتي ونمت قليلا الى ان يصل موعد دوامي بالشركة حيث اعمل ولكني
، ولا نعلم انا وزوجتي هل كانت على	جماع	: اني قلت او ما قلت ، وزوجتي تقول: طلقتني قبل
ولا تعلم زوجتي هل كانت على طهر ام	جماع	ام كانت حاملًا ؟ ولا قلت لها: رجعتك قرات عن الطلاق
افعل ؟ وجزاكم الله خيراً. زوجتي على	علاقة	مع اخي ، ووجدت بينهما رسائل واتساب تقول له: " لا
المنزل او الكلام مع زوجتي او حتى معاشرتها	جنسيا	، مع العلم بان ليس لدي اولاد وليس لي الرغبة في ،
وياتيني الوسواس الكفري عند التفكير بالشهوة اي عند	جماع	زوجتي ، اشعر انني اكفر وانا عندي بعض المعتقدات التي تجلب لي
: ٢٧ـ٠١ ، نزل منها سائل سائل ابيض	لزج	مثل القصة ولم ينزل بعدها شيء ، وفي يوم ٢٩ـ٠١ ، جامعت
ينزل بعدها شيء ، وفي يوم ٢٩ـ٠١ ،	جامعت	زوجتي دون ان تغتسل ، مع العلم انها لم تحض الى حد
فانت طالق واحب اقدام النساء جدا ، واثار	جنسيا	عندما اشاهد اقدام النساء بما في ذلك قدم زوجتي ، وفي بعض
، وقامت بالتخلي عن مالها لي ، وبعدها	جامعت	زوجتي. فهل هو حرام ؟ وما هو المطلوب مني ؟ انا
والدها من السفر بعد اربعة اشهر ، ولكنني	جامعتها	مرة لايقاع الطلاق بهذه العبارة ، او يوجد تردد في النية.
مكان لا توجد فيه زوجتي وليس لها اي	علاقة	بما قلت ولم اقصد اي شيء سوى انني اريد شيئا كبيرا عربي
انني بعد التسعة ايام الاولى اتيت زوجتي اي	جامعتها	نتيجة لتاثري بحالتها وندمي وكذلك بعد سماعي لخطبة عيد الفطر ، وبعدها
لم استطع عدم الاقتراب من زوجتي فاتيتها اي	جامعتها	امس الاحد فهل سابدا من جديد عد الشهرين المتتاليين وفي كل الاحوال
وبين زوجتي ، وقامت بشتمي ، في طهر	جامعتها	فيه ، فقلت لها: انت لست زوجتي زوجتي ، وقامت بشتمي
زوجتي زوجتي ، وقامت بشتمي ، في طهر	جامعتها	فيه ، فقلت لها: انت لست زوجتي لو شتمتني ، ونمت
اسمعها. هل فتاة وقع بيني وبينها حالة	زنا	وتبت الى الله توبة نصوحا ، بطريقه ما عرفت زوجتي فحرضت علي
وانا في حيرة من امري مع العلم باني	جامعت	زوجتي اكثر من مرة فما حكم الدين في ذلك افيدوني ؟ فاني
ولا تصدقني ـ والحمد لله ـ لا توجد	خيانة	، ودائماً وزوجتي باداء فريضة العمرة ولله الحمد واثناء السعي في الصفا
القرآن وحلفت بانه لم يمسها, ولم يمارس	الجنس	معها, وانما كان ياتي الى فاضطررت للسفر من اجل اطفالي فهل
السنة الثانية لاجازتي السنوية اكتشفت ان زوجتي لها	علاقة	مع شاب اصغر منها او شهرين اقضي اجازتي السنوية مع زوجتي ،
السنة الثانية لاجازتي السنوية اكتشفت ان زوجتي لها	علاقة	مع شاب اصغر منها ، علاقة حب ، وفحصت جهاز الكمبيوتر فوجدت
زوجتي لها علاقة مع شاب اصغر منها ،	علاقة	حب ، وفحصت جهاز الكمبيوتر فوجدت بعض ان اقيم معهم بعد زواجي
الجو الذي هي فيه, واذا نشات بينهم	علاقة	حب آثمة, واتفقوا ان يلتقوا في الاستراحة الخاصة بي عن طريق
/ احدى هذه المرات قام هذا الرجل بتصوير	علاقة	الزنا بينهم بالفيديو ؛ لانه احس ان زوجتي بدا يصحو ضميرها,
: 1- هل علي شيء في ذلك لكوني	جامعت	زوجتي وهي مريضة ثم حصل النزيف ؟ 2- هل كان يجب ان
وانا متردد ، لانني لا احب ان طهر	جامعتها	فيه. ارجو الافادة ؛ لانني لا اريد ان اطلقها. قمت
في المنام رؤيا لها دلالات حدثت بيننا معاشرة	جنسية	كاملة كالازواج ، وتتم العلاقة بصورة منتظمة ودائمة ، وبدون علم زوجتي
عند زوجتي بيوم كامل وبعد طهارتها قمت بعملية	جماع	معها وبعد الانتهاء بحوالي اربع ساعات ابلغتني انه الايام ؟ وهل كل
هل اقضي ما فاتني من صلاة وصوم ؟	جامعت	زوجتي ليلا وكنت متعوداً ان اغتسل قبل النوم ونمت ليلة بدون ان
الحمل لمدة سنة ونصف. لهذا سوف تستعمل	حبوب	منع الحمل ، ، فحياتي مستورة واقوم بتوفير كل ما يلزم بيتي
ساغير الشقة خلال شهرين ، ونسيت واذا اوقفت	حبوب	منع الحمل دون علم زوجي لانني اريد الانجاب فهل هذا جائز ؟
وكانت نيتي في وقتها: اذا كانت زوجتي	ترغب	في ولم تقم زوجتي بسحب اي مبلغ بعدها. وكانت نيتي في
وكانت نيتي في وقتها: اذا كانت زوجتي	ترغب	في الطلاق ، فسيكون الامر بيدها. وبعد شهر ابلغت حماتي ان
شهر ابلغت حماتي ان زوجتي تستطيع كانت زوجتي	ترغب	في الطلاق ، فسيكون الامر بيدها. وبعد شهر ابلغت حماتي ان
الآن الاربعين ومنذ اكثر من ست سنوات انا	ارغب	بان ننجب طفلا ولا تهملوا رسالتي وانا بانتظار افتائكم في ضوء القرآن
يجب علي قضاء الكفارة او لا قبل ممارسة	الجنس	مع زوجتي ؟ مع العلم ان زوجتي لا تمارس معي الحياة الزوجية
يجب علي قضاء الكفارة او لا قبل ممارسة	الجنس	مع زوجتي ؟ مع العلم ان زوجتي لا تمارس معي الحياة الزوجية
ملتزم التزاماً تاماً بالواجبات الدينية ، لكنني امارس	الجنس	مع زوجتي على نحو شبه يومي الا في وقت حيضها. وكلما
زوجته نوع من الشذوذ ؟ الدورة عند زوجتي	عادة	تكون ستة ايام ، وفي اليوم الخامس ينقطع الحيض ، وتكون افرازات
هل ان حملت مني يعتبر ابننا ام ابن	زنا	والعياذ بالله لا ؟ انا وزوجتي نعمل كل منا في وظيفته ،
السادسة من عمرها في 20 / 7 /	ترغب	في الولاية ـ الوصاية والحضانة. انا متزوج منذ 3 اشهر ،
افادكم الله ؟ عذراً للاطالة. زوجتي لا	ترغب	في وضع الحناء على يديها وتحديداً على اطراف اصابعها وتتحجج بان زميلاتها
لوجود ورم سرطاني به ، وبعد العمليه بايام	جامعتها	حتى اذا كان علي دين ، هل يجوز ان اسدده من تلك
زوجتي طلقتها ثلاثا وتقدم لها عريس بنية زواج	رغبة	، وبعدها خالعته قبل الزفاف ، فهل يكن يعلم بحدوث الطلقة.
غيرها فقلت انا لا اريد غير زوجتي ولا	ارغب	في غيرها وكان ذلك بحضور ابنائي فابلغت ابنائي بعدم ذكر ذلك لامهم
تدل على التكرار ؟ واذا كانت زوجتي تاخذ	حبوب	منع الحمل اثناء العدة وكانت الحيضة الاولى بعد شهرين من استخدام الحبوب
مستصعب الامر عليك ، المهم قال انه على	علاقة	مع زوجتي منذ 6 شهور ، وقد تعرف عليها عن طريق صديقه
تعرف عليها عن طريق صديقه ، فصديقه على	علاقة	مع عن طريق صديقه ، فصديقه على علاقة مع اختها على الهاتف
علاقة مع عن طريق صديقه ، فصديقه على	علاقة	مع اختها على الهاتف ، وقال انه احب زوجتي بعد قولها له
قلت له وقصة زوجتي ؟ قال انها على	علاقة	مع ذلك الشاب بالهاتف واللقاء ، لكنهما لم يختليا ببعض يختليا ببعض
ان تعتمد على نفسها ، وكانت زوجتي تاخذ	حبوب	منع الحمل ، واضطررت ان اسافر للخارج ، وبعد مرور شهر من
حيث ان الولد لم يترب معها وهي في	شوق	دائم له ، وانا احبها كثيرا ولكن الولد لا يتصل بها كثيرا
لان لها اطفالا من زوجها الاول. فاخذت	بويضة	من زوجتي الثانية وتم تلقيحها مني ومن ثم تم وضعها بزوجتي الاولى
. فما حكم استخدام هذه العينة في تخصيب	بويضة	من زوجتي المستقبلية علما بان جسمي الآن لا ينتج حيوانات منوية ابداً
المستقبلية علما بان جسمي الآن لا ينتج حيوانات	منوية	ابداً ، اي ان هذه العينة زوجتك ، فاجيبونا يرحمكم الله ؟
عندي وعند زوجتي فانا لا يوجد عندي حيوانات	منوية	لوجود خلل في الغدة ؟ انا متزوج منذ 4 سنوات ولم يحدث
عندي وعند زوجتي فانا لا يوجد عندي حيوانات	منوية	لوجود خلل في الغدة المسؤولة في الدماغ وزوجتي لديها قمت بعملها العام
ويتم حفظها ثم بعد ذلك يتم وضعها في	بويضة	زوجتي بعد سفري مع العلم باننا لا ننوي الاحتفاظ باي حيوانات او
الانابيب حلال ؟ بعد ان تطهر زوجتي من	العادة	الشهرية وتغتسل يتم الجماع وبعد الجماع ينزل عليها دم تقول انه مثل
احدهما عمره 3 سنوات والآخر سنة ونصفوالدة زوجتي	ترغب	باداء العمرة وترغب ان اكون انا وزوجتي واطفالي معها ولكن ظروفي المادية
، وكان. التاريخ الميلادي لعيد الاضحى ؟	ارغب	في الاستفسار عن الطلاق ؛ حيث اني طلقت زوجتي طلقة واحدة عن
اكثر من اي شيء ، ولكني غير راض	جنسيا	. وللاسف زوجتي لا تستطيع ، احب زوجتي واولادي اكثر من اي
اكثر من اي شيء ، ولكني غير راض	جنسيا	. وللاسف زوجتي لا تستطيع اشباع رغباتي لدرجة انني احيانا اضطر الى
زوجتي ، ولكنني اعتبر ذلك بيني وبين نفسي	خيانة	لزوجتي ، فلا توجد امراة ترضى بذلك وهذا آخر شيء اتمناه.
دولة الامارات ؟ لان الهدف من زواجي هو	جنسي	بالدرجة الاولى ، فهل يحق لي ان اتفق مع زوجتي الجديدة ان
اجهز بيتي, اكتشفت انها مبتلاة باكثر من	سحر	وامها ايضا, كانت زوجتي تصرع عند الرقية صرعا شديدا و كان
الحادثة الثانية كنت في سفر ، وبعد ان	جامعت	زوجتي ولم نطهر بعد لا اعلم ماذا حدث ، ولكن نشبت بيننا
100 دينار ، ويمثل وهنا سالتها هل توجد	علاقة	بين اجور الولادة وبين درجة الاقامة ، حيث ان اقامة زوجتي كانت
ببساطة ، وكنت ارضي الطرفين ، لكن زوجتي	ترغب	في العيش وحدها بشقتها ، فرفضت ذلك واتفقت انا وهي الا تسكن
انه في كلتا الحالتين كانت زوجتي في طهر	جامعتها	فيه. وارجو التوضيح بالمقصود بالطهر الذي اجامعها فيه. هل المقصود
بالمقصود بالطهر الذي اجامعها فيه. هل المقصود	جامعتها	بعد انقضاء دورتها. ارجو التوضيح وجزاكم الله خيرا. كنت في
سابقة ؟ وجزاكم الله خيراً. عندي زوجتي	عادة	كلما لبست لبساً جميلاً وتزينت ، تلتقط لنفسها صوراً لترسلها لاهلها وصديقاتها
الراحة الا بعض الاوقات واصبت منذ فتره بعجز	جنسي	والآن لا اقدر ان اعاشر زوجتي ، ايضا تراكمت علي الديون والآن
فترة طلقتها طلقة ثالثة في يوم كنت قد	جامعتها	فيه بعد ذلك اين يسال في الثلاجة ام في القبر ؟!
الا بعد ان خرجت ، كذلك كنت قد	جامعت	زوجتي قبل الحادثة بمدة لا تتجاوز ساعة من الزمن. ارجو ان
. داعبت زوجتي في نهار رمضان ، وحصل	ايلاج	من غير قصد ، وعندما علمت حاولت ان اكمل رمضان ، وحصل
وعندما علمت حاولت ان اكمل رمضان ، وحصل	ايلاج	من غير قصد ، وعندما علمت حاولت ان اكمل ، لكن زوجتي
، فتوقفت دون ان اقذف ، او اقضي	شهوتي	، فما الحكم عليّ وعلى منعتني ، فتوقفت دون ان اقذف ،
، فتوقفت دون ان اقذف ، او اقضي	شهوتي	، فما الحكم عليّ وعلى زوجتي ؟ جزاكم الله خيرًا. سؤالي
، ولم اكن واعيًا بما يحدث ، فهذه	عادة	لا اعرف لها ، وندمنا ، وتبنا الى الله ، ولكن ما
الحرام ولم يطف ؟ جزاكم الله خيراً.	جامعت	زوجتي في نهار رمضان خمس مرات ، ثلاثة ايام في رمضان ،
البلوغ يتاخر القذف. سؤالي: هل استعمال	العادة	السرية قبل الجماع لكي يتاخر القذف وارضي زوجتي حرام ؟ ؟ ارجو
مرة الله تعالى كل الخير. ما حكم	جماع	الزوجة من الدبر ولوكان بالخطا ؟. زوجتي كانت حائضا وقد بلغت
لكننا نعلم ان الامر وعاودت الكرة حتى انزلت	شهوتي	، لكنني احسست بندم كبير بعد الفعل ، وعندما سالت زوجتي هل
تنهي شهوتك ، فهل ما فعلته من انزال	شهوة	زوجتي عن طريق مداعبة فرجها بيدي امر حرام ام لا ؟ وهل
لون الدم لم يتغير فظنت زوجتي ان مدة	العادة	لديها امتدت لسبب ما.. وقررت الانتظار الى اقصى مدة الحيض
عندها وقت محدد للحيض كل شهر ، وانا	جامعتها	في اول نزول الحيض وهي) الزوجة من الخلف ، وما عقوبات
كل خير ، اولا: علاقتي مع زوجتي	علاقة	طيبة وهنالك حب متبادل وهي حريصة علي كل الحرص ، ولكن بدات
، ولكن بدات مشكلة معي عليها آلا وهي	العادة	السرية وانا اعلم انها هي احدى الاسباب التي تجعلني بعيدا عن زوجتي
